customerid,cuscode,customer,total_sales_value,avg_invoice_value,invoice_count,active_months,first_purchase,last_purchase,unique_products,unique_categories,top_category,relationship_years,recency_days,purchase_frequency,category_concentration,behaviour_cluster,cluster_name,pca_x,pca_y
15984000003987,12458,Darjeeling Lotus Distributors 58E,1783911.0899999999,594637.0299999999,2,2,2022-11-11,2024-02-29,3,1,GLOBAL,1.3,691,1.0,1.0,1,High Frequency Buyers,-1.1741193011459405,0.41130393732035536
15984000004056,12459,Assam Lotus Distributors 0E8,12750.0,6375.0,1,1,2022-11-11,2022-11-11,2,1,GLOBAL,0.0,1166,1.0,1.0,1,High Frequency Buyers,-1.4605077160986213,0.5454084346413027
15984000004067,12460,Matcha Jasmine Holdings CF4,11750.0,3916.6666666666665,1,1,2022-11-11,2022-11-11,3,1,GLOBAL,0.0,1166,1.0,1.0,1,High Frequency Buyers,-1.454911215231941,0.5452509848513882
1600990000159,12739,GreenLeaf Ivy Holdings,140400.0,140400.0,1,1,2025-01-09,2025-01-09,1,1,GLOBAL,0.0,376,1.0,1.0,1,High Frequency Buyers,-1.2287146765803083,0.3769652277987056
16011000001436,12194,Black Gold Cedar Distributors BED,5407.41,5407.41,1,1,2020-12-11,2020-12-11,1,1,GLOBAL,0.0,1866,1.0,1.0,1,High Frequency Buyers,-1.689309181671102,0.7097766737756485
16011000001460,12195,Sencha Jasmine Trading F9B,2187340.0,243037.77777777778,9,8,2020-12-14,2023-08-02,2,1,GLOBAL,2.63,902,1.125,1.0,1,High Frequency Buyers,-0.8928284214903617,0.30251427161644184
16021000003753,12680,Darjeeling Sage Tea Works EF5,494223.73,164741.24333333332,2,2,2024-09-20,2024-12-12,2,1,GLOBAL,0.23,404,1.0,1.0,1,High Frequency Buyers,-1.1824485994981353,0.36610282773124614
1602770000485,12794,Assam Ivy Tea Works 714,71500.0,71500.0,1,1,2025-03-19,2025-03-19,1,1,GLOBAL,0.0,307,1.0,1.0,1,High Frequency Buyers,-1.1988642714044335,0.35167464124552444
16055000002611,12351,Sencha Jasmine Holdings 02D,229363.22,8191.543571428571,15,12,2022-02-10,2025-08-28,10,3,FOOD SERVICE,3.55,145,1.25,0.3333,4,High Value One-Off,1.7461447583574066,-1.586823290705298
16065000003504,11898,GreenLeaf Willow Imports,132441686.59,28961.66336977914,907,75,2018-11-14,2025-10-07,59,2,RETAIL,6.9,105,12.093,0.5,4,High Value One-Off,4.732357700788407,1.6433201831955613
16096000000977,11973,Matcha Rosewood Holdings 8D5,16840.0,16840.0,1,1,2019-07-15,2019-07-15,1,1,GLOBAL,0.0,2381,1.0,1.0,1,High Frequency Buyers,-1.8550944794307689,0.8324447927585121
16132000004652,12393,GreenLeaf Orchid Tea Works,187200.0,187200.0,1,1,2022-06-21,2022-06-21,1,1,RETAIL,0.0,1309,1.0,1.0,1,High Frequency Buyers,-1.532017635721692,0.6026262263181624
1617220000384,12786,White Pearl Cedar Beverages,33914.88,770.7927272727272,1,1,2025-06-13,2025-06-13,44,1,RETAIL,0.0,221,1.0,1.0,1,High Frequency Buyers,-0.9348093153362447,0.3290907557243908
16188000002601,12415,Oolong Orchid Trading,38695.87,992.201794871795,3,3,2022-10-14,2024-02-01,26,1,RETAIL,1.3,719,1.0,1.0,1,High Frequency Buyers,-0.9759646412734826,0.3318322342998122
16190000000895,11854,Herbal Hibiscus Tea Works 461,6400.0,6400.0,1,1,2024-03-16,2024-03-16,1,1,GLOBAL,0.0,675,1.0,1.0,1,High Frequency Buyers,-1.3090208572251996,0.42969762985100796
16214000007471,12527,Darjeeling Hibiscus Tea Works 264,58041.4,7255.175,5,4,2023-06-30,2024-02-29,7,1,GLOBAL,0.67,691,1.25,1.0,1,High Frequency Buyers,-1.1133077455622495,0.3991211021453607
16227000004286,11993,Black Gold Orchid Holdings,16800.0,16800.0,1,1,2019-09-05,2019-09-05,1,1,GLOBAL,0.0,2329,1.0,1.0,1,High Frequency Buyers,-1.8384813420382806,0.8202053661086511
16232000002343,12269,TeaLeaf Rosewood Trading,172275.0,172275.0,1,1,2021-06-30,2021-06-30,1,1,GLOBAL,0.0,1665,1.0,1.0,1,High Frequency Buyers,-1.6440304440161317,0.6844213621299698
16242000001264,11962,Assam Hibiscus Holdings,1239695.0,11920.14423076923,34,25,2019-06-12,2025-09-09,25,1,GLOBAL,6.25,133,1.36,1.0,3,Strategic High-Value,0.3586498423007689,-0.23561198876665726
16242000001383,11963,Silver Tip Palm Tea Co.,515030.5,34335.36666666667,6,6,2019-07-30,2024-03-15,6,1,BULK,4.63,676,1.0,1.0,3,Strategic High-Value,-0.5691462448239637,0.04959265355334972
16242000004176,12110,Darjeeling Orchid Imports,191265.0,38253.0,3,3,2020-03-17,2022-08-29,3,1,GLOBAL,2.45,1240,1.0,1.0,1,High Frequency Buyers,-1.1172879986932476,0.3659334288810506
16242000004186,12111,Golden Bud Ivy Exports B10,10791.6,10791.6,1,1,2020-09-24,2020-09-24,1,1,GLOBAL,0.0,1944,1.0,1.0,1,High Frequency Buyers,-1.7148325587791378,0.728835669311216
16248000002646,12024,Oolong Ivy Holdings 8CD,85040.0,21260.0,3,3,2019-12-13,2021-12-21,2,1,GLOBAL,2.02,1491,1.0,1.0,1,High Frequency Buyers,-1.2576434672902352,0.45588264766199077
16256000006993,12561,Golden Bud Magnolia Exports 6ED,868913.04,868913.04,1,1,2023-10-06,2023-10-06,1,1,GLOBAL,0.0,837,1.0,1.0,1,High Frequency Buyers,-1.4585570949531876,0.5811876171931274
16277000000063,11935,Golden Bud Willow Holdings,368170.0,15340.416666666666,11,11,2019-03-14,2024-06-05,21,1,GLOBAL,5.23,594,1.0,1.0,3,Strategic High-Value,-0.275908104243124,-0.04130458626529145
16299000003021,11850,GreenLeaf Sage Holdings,32640.0,32640.0,1,1,2019-05-24,2019-05-24,1,1,FOOD SERVICE,0.0,2433,1.0,1.0,1,High Frequency Buyers,-1.873494528121356,0.8467558441321019
1630220001242,12853,Herbal Cedar Tea Works 45E,250000.0,125000.0,2,1,2025-08-30,2025-08-30,1,1,GLOBAL,0.0,143,2.0,1.0,1,High Frequency Buyers,-1.087325834535819,0.44132517427422974
16335000001042,12012,Darjeeling Fern Exports D12,39168.0,13056.0,2,2,2019-10-31,2023-04-06,3,1,RETAIL,3.43,1020,1.0,1.0,1,High Frequency Buyers,-0.9371439076255652,0.2377092709658434
1634660001178,12893,Assam Fern Distributors,23186.44,23186.44,1,1,2025-09-12,2025-09-12,1,1,RETAIL,0.0,130,1.0,1.0,1,High Frequency Buyers,-1.136853223363748,0.3036806792611692
16365000001757,12309,Sencha Sage Beverages 69A,5684500.0,947416.6666666666,4,4,2021-11-19,2025-09-03,3,1,GLOBAL,3.79,139,1.0,1.0,3,Strategic High-Value,-0.6562823873425907,0.14391132788315597
16377000006455,12373,Matcha Jasmine Beverages 4E8,18845300.0,1177831.25,11,10,2022-02-22,2025-04-07,8,1,GLOBAL,3.12,288,1.1,1.0,3,Strategic High-Value,-0.613942505898496,0.3256516511230535
16380000016431,12545,Black Gold Willow Holdings F09,2920.0,182.5,8,8,2023-09-06,2025-07-24,3,1,GLOBAL,1.88,180,1.0,1.0,1,High Frequency Buyers,-0.7430431133616866,0.1319759946370199
16380000017148,12581,Darjeeling Clover Tea Works,27814.21,209.12939849624058,5,4,2024-03-06,2025-06-05,74,1,FOOD SERVICE,1.25,229,1.25,1.0,1,High Frequency Buyers,-0.532830863061782,0.25424955511894587
16386000009636,12557,Golden Bud Ivy Imports,212500.0,106250.0,2,2,2023-09-30,2023-11-24,1,1,GLOBAL,0.15,788,1.0,1.0,1,High Frequency Buyers,-1.3150207661512674,0.45355031831144915
16395000000859,12221,Matcha Sage Holdings D2C,11920000.0,11920000.0,1,1,2021-06-30,2021-06-30,1,1,GLOBAL,0.0,1665,1.0,1.0,1,High Frequency Buyers,-2.9760191831948966,2.2286394812649433
16395000000869,12222,Darjeeling Maple Tea Co.,1033816.43,516908.215,2,2,2021-03-03,2023-05-31,2,1,GLOBAL,2.24,965,1.0,1.0,1,High Frequency Buyers,-1.1367997779869718,0.38740436633829745
16446000000298,12065,Darjeeling Fern Trading 462,52800.0,52800.0,1,1,2020-02-25,2020-02-25,1,1,GLOBAL,0.0,2156,1.0,1.0,1,High Frequency Buyers,-1.7873075775643843,0.7842353655639365
1646770000082,12738,Golden Bud Hibiscus Trading D63,301925.0,60385.0,4,4,2024-12-18,2025-04-12,3,1,GLOBAL,0.31,283,1.0,1.0,1,High Frequency Buyers,-1.073723798647394,0.3078536475060015
16473000002081,12134,Sencha Lotus Tea Works,11138000.0,111380.0,77,45,2020-07-15,2025-08-07,5,2,RETAIL,5.06,166,1.711,0.5,4,High Value One-Off,1.8713365721326325,-1.0744532796986983
16490000000467,11920,Ceylon Lotus Trading,51000.0,51000.0,1,1,2019-01-21,2019-01-21,1,1,GLOBAL,0.0,2556,1.0,1.0,1,High Frequency Buyers,-1.9148619662845794,0.878107748826094
16532000001118,12154,Herbal Maple Tea Works F67,32600.0,6520.0,3,2,2020-09-11,2020-10-02,3,1,GLOBAL,0.06,1936,1.5,1.0,1,High Frequency Buyers,-1.6390603465953497,0.7783267889521521
16551000002033,12173,Ceylon Rosewood Trading EF2,15410076.39,26030.53444256757,66,18,2020-10-13,2022-08-18,132,1,GLOBAL,1.85,1251,3.667,1.0,1,High Frequency Buyers,0.06411311419945306,0.8364657908126399
16566000001058,12181,TeaLeaf Clover Trading 28D,294800.0,49133.333333333336,3,3,2020-11-13,2022-01-31,6,1,GLOBAL,1.22,1450,1.0,1.0,1,High Frequency Buyers,-1.3309952957896813,0.5145515818131925
16567000004464,12127,TeaLeaf Magnolia Tea Works,782830.76,2878.0542647058824,24,21,2020-07-22,2025-10-02,58,1,RETAIL,5.2,110,1.143,1.0,3,Strategic High-Value,0.29907611273828394,-0.17208549278940669
16576000005387,12685,Black Gold Jasmine Trading C31,165254.24,165254.24,1,1,2024-10-01,2024-10-01,1,1,GLOBAL,0.0,476,1.0,1.0,1,High Frequency Buyers,-1.2634723367264615,0.4037595221674916
16576000005399,12686,Matcha Sage Distributors F73,442372.88,110593.22,3,3,2025-01-15,2025-07-14,2,1,GLOBAL,0.49,190,1.0,1.0,1,High Frequency Buyers,-1.0524291814163096,0.2834999491686889
16576000005411,12687,Herbal Lotus Trading 1D5,523389.84,104677.96800000001,3,3,2025-05-05,2025-07-02,4,1,GLOBAL,0.16,202,1.0,1.0,1,High Frequency Buyers,-1.0880485629960248,0.312340903993207
16578000000384,11925,Golden Bud Maple Exports,3239600.0,404950.0,5,5,2019-02-18,2021-05-18,5,1,GLOBAL,2.25,1708,1.0,1.0,1,High Frequency Buyers,-1.2725285070443446,0.5470410340127126
16609000000288,11749,Sencha Magnolia Exports FD8,964590.0,19291.8,38,31,2018-04-26,2025-03-19,18,1,GLOBAL,6.9,307,1.226,1.0,3,Strategic High-Value,0.46757875585403696,-0.29442364864086384
16616000005203,12576,White Pearl Rosewood Exports E0E,99500.0,99500.0,1,1,2024-01-04,2024-01-04,1,1,GLOBAL,0.0,747,1.0,1.0,1,High Frequency Buyers,-1.3425733122401127,0.4588750819466761
16667000004732,12591,Darjeeling Sage Holdings,2079648.29,3953.7039733840306,52,17,2024-02-27,2025-10-30,119,2,FOOD SERVICE,1.67,82,3.059,0.5,4,High Value One-Off,1.5319885055278633,-0.5815861048701639
16669000000341,11834,Oolong Fern Trading 7F6,112799.99,5127.272272727273,3,3,2018-06-25,2025-06-12,14,1,GLOBAL,6.97,222,1.0,1.0,3,Strategic High-Value,-0.13608939389088145,-0.23201913051456283
16677000001296,11987,Herbal Magnolia Holdings 51A,324000.0,162000.0,2,1,2019-08-23,2019-08-23,2,1,GLOBAL,0.0,2342,2.0,1.0,1,High Frequency Buyers,-1.7884392938376485,0.9639326850427038
16679000008424,12660,Matcha Sage Tea Co.,166181.76,55393.920000000006,2,2,2024-09-11,2025-04-10,3,1,BULK,0.58,285,1.0,1.0,1,High Frequency Buyers,-1.0814483529458478,0.2950406128988622
1673990000122,12743,Herbal Jasmine Exports C7E,384940.0,76988.0,4,4,2024-12-18,2025-08-14,5,1,GLOBAL,0.65,159,1.0,1.0,1,High Frequency Buyers,-0.9804764936031488,0.25483165266242264
16749000006133,12478,Silver Tip Ivy Distributors 817,248750.0,19134.615384615383,11,3,2023-03-08,2023-05-12,5,2,FOOD SERVICE,0.18,984,3.667,0.5,4,High Value One-Off,0.1543634899411402,-0.17647008135516903
16749000006144,12479,GreenLeaf Rosewood Tea Co. B8A,90120.0,18024.0,3,3,2023-02-10,2023-05-11,2,1,RETAIL,0.25,985,1.0,1.0,1,High Frequency Buyers,-1.3282421031213991,0.47568793316465735
16751000011181,12657,White Pearl Fern Holdings 6AF,16584.0,16584.0,1,1,2024-08-23,2024-08-23,1,1,GLOBAL,0.0,515,1.0,1.0,1,High Frequency Buyers,-1.2590721555775537,0.3933927029665365
16755000001235,11964,Oolong Clover Exports 2EA,270000.0,90000.0,3,2,2019-06-12,2019-12-31,1,1,GLOBAL,0.55,2212,1.5,1.0,1,High Frequency Buyers,-1.682407741160084,0.8163050233228183
16755000001260,11965,Matcha Ivy Tea Works,90000.0,90000.0,1,1,2019-06-12,2019-06-12,1,1,GLOBAL,0.0,2414,1.0,1.0,1,High Frequency Buyers,-1.8739296319124106,0.8498255398255762
16755000001286,11966,Matcha Palm Tea Co. DC7,3960480.0,136568.27586206896,29,21,2019-06-14,2025-07-28,2,1,GLOBAL,6.12,176,1.381,1.0,3,Strategic High-Value,0.11516523484554872,-0.16687489197405705
1677440000909,12863,Golden Bud Magnolia Trading EF2,241525.42,241525.42,1,1,2025-08-04,2025-08-04,1,1,GLOBAL,0.0,169,1.0,1.0,1,High Frequency Buyers,-1.1740655372481152,0.34155658683612977
16808000009290,11986,White Pearl Maple Tea Works D69,32000.0,32000.0,1,1,2019-08-23,2019-08-23,1,1,GLOBAL,0.0,2342,1.0,1.0,1,High Frequency Buyers,-1.844356909547451,0.8252619219813601
16817000014150,12700,GreenLeaf Bamboo Exports 4B0,322100.0,24776.923076923078,6,5,2024-12-11,2025-08-21,3,2,FOOD SERVICE,0.69,152,1.2,0.5,4,High Value One-Off,0.3554818604652289,-0.7240083072684059
16817000014163,12701,Darjeeling Bamboo Tea Co.,35694.92,4461.865,6,5,2024-10-16,2025-04-24,3,3,GLOBAL,0.52,271,1.2,0.3333,4,High Value One-Off,1.1161404435410447,-1.2972649838668848
16834000002178,12301,Matcha Orchid Beverages A83,5500.0,5500.0,1,1,2021-10-04,2021-10-04,1,1,GLOBAL,0.0,1569,1.0,1.0,1,High Frequency Buyers,-1.5944590101762546,0.6399129193868665
16834000002189,12302,Silver Tip Bamboo Tea Works 608,5586410.0,32861.23529411765,76,42,2021-11-11,2025-09-22,32,1,GLOBAL,3.86,120,1.81,1.0,3,Strategic High-Value,0.5082901456846322,-0.014159818568863359
16834000002320,12303,Herbal Hibiscus Imports 472,2640000.0,880000.0,3,1,2021-10-05,2021-10-08,1,1,GLOBAL,0.01,1565,3.0,1.0,1,High Frequency Buyers,-1.555638352662106,1.0046365239860993
16846000004737,12142,Golden Bud Hibiscus Distributors,100048.99,1136.920340909091,3,3,2020-09-15,2022-05-25,46,2,RETAIL,1.69,1336,1.0,0.5,4,High Value One-Off,0.28295344618403606,-0.5374051151142304
1684880000305,12756,Sencha Cedar Tea Co. 97C,50847.46,50847.46,1,1,2025-01-09,2025-01-09,1,1,GLOBAL,0.0,376,1.0,1.0,1,High Frequency Buyers,-1.2185609681095315,0.3651937014067821
1685110000225,12727,Ceylon Bamboo Holdings 2C5,275423.73,68855.9325,2,2,2024-12-02,2025-02-07,2,1,GLOBAL,0.18,347,1.0,1.0,1,High Frequency Buyers,-1.1603438340463705,0.34328106416496806
16853000005199,12410,Herbal Magnolia Distributors 3E2,82800.0,13800.0,2,1,2022-05-27,2022-05-30,3,1,GLOBAL,0.01,1331,2.0,1.0,1,High Frequency Buyers,-1.4424032154758346,0.7054017751141426
16857000003029,12223,Ceylon Clover Tea Works B7A,732520.1,34881.909523809525,2,2,2021-02-24,2021-06-26,19,1,GLOBAL,0.33,1669,1.0,1.0,1,High Frequency Buyers,-1.4670950379012213,0.6436714930420827
1693010000708,12814,TeaLeaf Rosewood Distributors 29D,42250.0,21125.0,2,1,2025-05-19,2025-05-20,2,1,GLOBAL,0.0,245,2.0,1.0,1,High Frequency Buyers,-1.103153116281655,0.4512000782099765
16946000008630,12661,Oolong Cedar Distributors,19460.0,3243.3333333333335,3,3,2024-10-22,2025-07-23,4,1,BULK,0.75,181,1.0,1.0,1,High Frequency Buyers,-0.9936200728833676,0.24523317795514385
16972000000832,11855,Ceylon Palm Exports EA4,530246.0,9819.37037037037,41,34,2019-02-25,2025-07-31,9,3,FOOD SERVICE,6.43,173,1.206,0.3333,4,High Value One-Off,2.581122601615301,-1.908278368891375
16972000000843,11856,GreenLeaf Lotus Tea Co. 7A7,1370714.0,12238.517857142857,33,23,2018-08-08,2025-09-15,42,3,FOOD SERVICE,7.1,127,1.435,0.3333,4,High Value One-Off,2.643694906924034,-1.878341852575466
16972000000854,11857,Sencha Ivy Tea Co.,750187.88,6467.136896551724,44,33,2018-11-15,2025-02-28,15,3,RETAIL,6.29,326,1.333,0.3333,4,High Value One-Off,2.536632478227276,-1.834333091007546
16975000004375,12280,Golden Bud Magnolia Distributors,43467.68,3343.6676923076925,2,2,2021-12-12,2023-08-11,12,1,RETAIL,1.66,893,1.0,1.0,1,High Frequency Buyers,-1.0802237618149657,0.34727802407550024
16976000001238,12156,White Pearl Orchid Beverages,310390.9,77597.725,3,3,2020-10-31,2024-10-16,3,1,GLOBAL,3.96,461,1.0,1.0,3,Strategic High-Value,-0.674239714722054,0.06953166199698756
1697660000602,12808,Oolong Jasmine Imports 918,508000.0,508000.0,1,1,2025-04-25,2025-04-25,1,1,GLOBAL,0.0,270,1.0,1.0,1,High Frequency Buyers,-1.2365381592859486,0.4003467291942273
17008000000353,12033,White Pearl Rosewood Exports,46640.0,46640.0,1,1,2020-01-08,2020-01-08,1,1,GLOBAL,0.0,2204,1.0,1.0,1,High Frequency Buyers,-1.8019401574623368,0.7947187230428417
1703010000709,12809,Silver Tip Clover Exports 8F1,118728.81,59364.405,2,2,2025-04-25,2025-10-01,2,1,GLOBAL,0.44,111,1.0,1.0,1,High Frequency Buyers,-1.050202980519308,0.26517091470197784
17036000005422,12673,Matcha Bamboo Tea Works,131787.29,8785.819333333335,8,7,2024-09-06,2025-07-18,5,2,FOOD SERVICE,0.86,186,1.143,0.5,4,High Value One-Off,0.4178877185075124,-0.7484082183910246
17036000005435,12674,Herbal Hibiscus Distributors D21,581100.0,41507.142857142855,14,10,2024-09-03,2025-10-02,2,1,FOOD SERVICE,1.08,110,1.4,1.0,1,High Frequency Buyers,-0.7627250233290742,0.23046043722321385
17036000005449,12675,Oolong Lotus Distributors E2C,67000.0,6090.909090909091,4,3,2024-09-05,2025-09-08,6,1,FOOD SERVICE,1.01,134,1.333,1.0,1,High Frequency Buyers,-0.9119064759104777,0.2556681770276511
17039000002265,12336,Sencha Sage Beverages,18630.0,18630.0,1,1,2021-12-21,2021-12-21,1,1,GLOBAL,0.0,1491,1.0,1.0,1,High Frequency Buyers,-1.5710348218554107,0.6232875820837743
1705880000058,12728,Golden Bud Willow Holdings 91A,1219200.0,609600.0,2,2,2024-12-02,2025-02-07,1,1,GLOBAL,0.18,347,1.0,1.0,1,High Frequency Buyers,-1.225650607200945,0.41663137639928666
17067000002628,12337,Black Gold Fern Trading D5B,1587879.36,10801.900408163267,44,16,2022-02-08,2023-08-17,33,1,RETAIL,1.52,887,2.75,1.0,1,High Frequency Buyers,-0.5488597876059912,0.5499381965135858
17067000002639,12338,White Pearl Bamboo Trading,11000.0,5500.0,1,1,2022-01-06,2022-01-06,2,1,FOOD SERVICE,0.0,1475,1.0,1.0,1,High Frequency Buyers,-1.5591047899694477,0.617987342411805
17067000002650,12339,GreenLeaf Cedar Holdings,348141.33,5526.052857142858,30,23,2021-12-20,2025-10-07,11,3,FOOD SERVICE,3.8,105,1.304,0.3333,4,High Value One-Off,2.0391387780635375,-1.6553568356364994
17078000008316,12582,Oolong Clover Tea Works A97,148000.0,148000.0,1,1,2023-12-19,2023-12-19,1,1,GLOBAL,0.0,763,1.0,1.0,1,High Frequency Buyers,-1.353182712127198,0.46901468261224843
17078000008423,12583,Matcha Orchid Distributors,903150.0,129021.42857142857,7,7,2024-02-22,2025-03-24,2,1,GLOBAL,1.08,302,1.0,1.0,1,High Frequency Buyers,-0.9258959648207136,0.24973106779686474
17098000003305,12128,Assam Fern Distributors AF1,38900.0,19450.0,2,2,2020-06-16,2021-03-04,1,1,GLOBAL,0.71,1783,1.0,1.0,1,High Frequency Buyers,-1.5496688165124008,0.6316642733726127
1710110000258,12742,White Pearl Sage Exports,43337.29,4815.254444444445,1,1,2024-12-19,2024-12-19,9,1,RETAIL,0.0,397,1.0,1.0,1,High Frequency Buyers,-1.1774191126649383,0.3655708630534476
17105000002080,12604,Ceylon Magnolia Exports ACF,42500.0,42500.0,1,1,2024-02-21,2024-02-21,1,1,GLOBAL,0.0,699,1.0,1.0,1,High Frequency Buyers,-1.3207794812261755,0.4400894517805428
17115000002229,12427,Golden Bud Magnolia Trading,91438.20000000001,15239.700000000003,2,2,2022-10-31,2024-08-09,5,1,RETAIL,1.77,529,1.0,1.0,1,High Frequency Buyers,-0.9879296474768398,0.2536688324952438
1714770000008,12707,Black Gold Clover Trading,2466300.0,352328.5714285714,7,5,2024-11-01,2025-09-17,1,1,GLOBAL,0.88,125,1.4,1.0,1,High Frequency Buyers,-0.9374779645961122,0.32076849077003516
17159000004846,12628,TeaLeaf Cedar Trading 690,1377700.0,344425.0,4,2,2024-05-09,2025-09-17,3,1,GLOBAL,1.36,125,2.0,1.0,1,High Frequency Buyers,-0.8920300147531719,0.3613558564353854
17171000003321,12534,White Pearl Magnolia Distributors,19417.23,340.6531578947368,1,1,2023-12-22,2023-12-22,57,1,RETAIL,0.0,760,1.0,1.0,1,High Frequency Buyers,-1.0378920441738835,0.45780119368445565
1717880000083,12729,White Pearl Maple Beverages,118565.0,39521.666666666664,1,1,2024-12-02,2024-12-02,3,1,GLOBAL,0.0,414,1.0,1.0,1,High Frequency Buyers,-1.2185295292524452,0.3734351770830864
1718770000332,12768,White Pearl Maple Imports,2169900.37,8966.530454545455,22,7,2025-01-30,2025-09-18,64,3,RETAIL,0.63,124,3.143,0.3333,4,High Value One-Off,1.6857910527846904,-1.0770175048378794
1720220000720,12865,Darjeeling Hibiscus Tea Co. 0DE,150000.0,150000.0,1,1,2025-08-19,2025-08-19,1,1,GLOBAL,0.0,154,1.0,1.0,1,High Frequency Buyers,-1.1588971954138836,0.3259966416522179
17248000000814,11967,White Pearl Rosewood Trading,62648.57,2610.3570833333333,2,1,2019-11-12,2019-11-12,23,2,RETAIL,0.0,2261,2.0,0.5,1,High Frequency Buyers,-0.3349669547944549,-0.060643733127741364
17256000000778,11995,GreenLeaf Maple Distributors,54021.2,2348.7478260869566,5,5,2019-12-20,2021-02-15,6,1,RETAIL,1.16,1800,1.0,1.0,1,High Frequency Buyers,-1.4032916573800611,0.5849002203449358
17269000006464,12546,Ceylon Bamboo Trading,2506.85,626.7125,1,1,2023-11-07,2023-11-07,4,1,RETAIL,0.0,805,1.0,1.0,1,High Frequency Buyers,-1.333942620397662,0.46000621875008396
17298000002199,12487,Black Gold Bamboo Exports,104296.06,750.3313669064748,4,4,2023-03-31,2024-09-19,49,1,RETAIL,1.47,488,1.0,1.0,1,High Frequency Buyers,-0.7360482631536885,0.2633866664779562
17298000002210,12488,White Pearl Ivy Distributors 6F2,97720.0,32573.333333333332,1,1,2023-02-21,2023-02-21,3,1,GLOBAL,0.0,1064,1.0,1.0,1,High Frequency Buyers,-1.4253946536811295,0.5253652439115437
17303000005592,12567,Black Gold Orchid Imports ADD,182000.0,91000.0,2,2,2023-11-06,2024-09-23,2,1,GLOBAL,0.88,484,1.0,1.0,1,High Frequency Buyers,-1.1149980360463567,0.32266606505828
1730880000447,12803,Golden Bud Rosewood Exports DC9,106000.0,106000.0,1,1,2025-04-25,2025-04-25,1,1,FOOD SERVICE,0.0,270,1.0,1.0,1,High Frequency Buyers,-1.1909583152608405,0.3475045249468297
1736330000419,12750,Sencha Lotus Trading,1639500.0,409875.0,2,2,2025-01-06,2025-05-27,4,1,GLOBAL,0.39,238,1.0,1.0,1,High Frequency Buyers,-1.1226281354806948,0.35241951338706434
17371000009918,12102,GreenLeaf Cedar Imports B9C,172062.78,1870.2476086956522,12,12,2020-08-13,2025-09-12,30,3,RETAIL,5.08,130,1.0,0.3333,4,High Value One-Off,2.0405432798479306,-1.7424317569279582
17415000005916,12573,TeaLeaf Willow Distributors 4FA,2273510.0,757836.6666666666,2,2,2024-03-27,2024-12-31,3,1,GLOBAL,0.76,385,1.0,1.0,1,High Frequency Buyers,-1.1647862015559982,0.40520515506365845
17424000001595,12093,Black Gold Palm Imports D5A,177474.4,29579.066666666666,3,2,2020-03-02,2020-06-30,6,1,GLOBAL,0.33,2030,1.5,1.0,1,High Frequency Buyers,-1.6198784932887287,0.7834396316526892
17443000008351,12688,Sencha Willow Imports 02B,830677.9700000001,138446.32833333334,6,5,2024-11-19,2025-08-26,2,1,GLOBAL,0.77,147,1.2,1.0,1,High Frequency Buyers,-0.9476077092246468,0.27293457296811097
17443000008363,12689,Ceylon Maple Beverages 4F2,16580.510000000002,4145.1275000000005,1,1,2024-12-02,2024-12-02,4,1,GLOBAL,0.0,414,1.0,1.0,1,High Frequency Buyers,-1.2094231377368825,0.3685407417570735
17446000009640,12662,Darjeeling Maple Beverages,181623.0,90811.5,2,2,2024-09-23,2025-08-22,1,1,GLOBAL,0.91,151,1.0,1.0,1,High Frequency Buyers,-1.0099888541282454,0.2417777026819036
1746660000314,12802,Black Gold Hibiscus Distributors 9E4,671999.99,95999.99857142857,4,2,2025-04-02,2025-08-22,5,1,RETAIL,0.39,151,2.0,1.0,1,High Frequency Buyers,-0.990509748950083,0.40867801657669967
17477000004881,11864,Sencha Jasmine Distributors,147700.0,12308.333333333334,12,12,2019-04-02,2025-08-14,2,2,FOOD SERVICE,6.37,159,1.0,0.5,4,High Value One-Off,1.231172938228503,-1.2299580994975456
17500000002758,12182,Golden Bud Palm Holdings,22300.0,22300.0,1,1,2020-11-17,2020-11-17,1,1,GLOBAL,0.0,1890,1.0,1.0,1,High Frequency Buyers,-1.6988900177319624,0.7176437149034831
17519000000165,11872,Ceylon Magnolia Holdings B79,380000.0,63333.333333333336,6,5,2018-10-19,2019-10-18,1,1,GLOBAL,1.0,2286,1.2,1.0,1,High Frequency Buyers,-1.5985943393573825,0.7457982590228306
17537000006842,12429,Herbal Rosewood Tea Co. 0F5,1101000.0,28230.76923076923,35,28,2022-08-03,2025-09-25,2,2,RETAIL,3.15,117,1.25,0.5,4,High Value One-Off,1.1856140271381466,-1.015010096716311
1754990000472,12813,Matcha Rosewood Tea Works,911440.6799999999,182288.136,5,3,2025-05-15,2025-07-14,1,1,GLOBAL,0.16,190,1.667,1.0,1,High Frequency Buyers,-1.063706816314046,0.4032117373227722
17573000002506,12258,Matcha Fern Tea Co. 032,200600.0,200600.0,1,1,2021-05-28,2021-05-28,1,1,GLOBAL,0.0,1698,1.0,1.0,1,High Frequency Buyers,-1.6577820832966148,0.6959086260442178
17577000004858,12318,Assam Orchid Distributors 208,244081.0,81360.33333333333,3,3,2021-11-30,2022-01-20,1,1,GLOBAL,0.14,1461,1.0,1.0,1,High Frequency Buyers,-1.5069285592639263,0.6050445942315349
